customer_id,time,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23,price_24,price_25,price_26,price_27,price_28,price_29,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_25,count_26,count_27,count_28,count_29
187321345,2021-09-06,1455.8200000000002,0.0,26.97,84.96,0.0,129.98,0.0,89.80000000000001,0.0,0.0,179.7,0.0,0.0,0.0,0.0,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.344,0.0,0.438,1.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
187321345,2021-09-13,349.79,0.0,24.96,0.0,0.0,182.85000000000002,0.0,649.69,0.0,0.0,119.8,0.0,0.0,0.0,0.0,64.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.516,0.0,0.348,0.0,0.0,2.0,0.0,4.216,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
187321345,2021-09-20,599.98,399.97,0.0,0.0,0.0,342.83,0.0,419.79999999999995,0.0,0.0,119.8,0.0,84.96,0.0,0.0,16.99,0.0,0.0,0.0,0.0,0.0,0.0,94.9,0.0,0.0,0.0,0.0,0.0,6.79,1.204,0.516,0.0,0.0,0.0,3.0,0.0,4.266,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
187321345,2021-09-27,799.8,0.0,24.88,0.0,0.0,220.94,0.0,519.76,0.0,0.0,179.7,0.0,0.0,0.0,400.97,286.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,2.418,0.0,0.25,0.0,0.0,2.0,0.0,3.3,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
187321345,2021-10-04,4528.88,2004.0,12307.26,15228.68,2616.85,7189.88,3456.9700000000003,10952.27,2445.34,7170.8,8167.49,731.0,8684.59,384.0,164.79,1719.81,413.0,0.0,148.0,0.0,0.0,348.0,103.95,0.0,73.0,0.0,0.0,1784.0,2014.77,7.2620000000000005,7.712,49.251,100.396,23.0,100.654,16.804000000000002,95.20599999999999,6.774,19.436,112.0,10.0,72.99199999999999,10.0,1.0,29.0,3.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,55.0,38.019999999999996
187321345,2021-10-11,339.99,109.9,481.84,740.1400000000001,109.97999999999999,464.25,0.0,972.47,159.99,0.0,164.8,0.0,281.09000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,1.0,3.5999999999999996,9.464,4.0,16.0,0.0,3.844,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187321345,2021-10-18,299.89,298.0,0.0,216.92000000000002,0.0,0.0,89.5,741.03,0.0,208.0,217.70000000000002,0.0,82.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.042,1.0,0.0,4.0,0.0,0.0,1.0,5.332,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187321345,2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187321345,2021-11-01,578.0,166.0,3553.91,4017.0,659.0,2110.1,180.0,2983.0,84.0,2878.0,1684.0,961.0,6194.0,0.0,0.0,728.0,97.0,0.0,350.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,195.0,0.0,65.0,1.62,1.0,9.66,26.518,4.0,20.0,2.0,42.0,1.0,3.416,23.0,14.0,17.759999999999998,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0
714066051,2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
714066051,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714066051,2021-09-27,462.89,0.0,329.82000000000005,209.77,79.9,241.0,0.0,254.88,0.0,0.0,249.8,0.0,42.9,0.0,0.0,288.65000000000003,319.79999999999995,0.0,0.0,0.0,0.0,0.0,39.9,1090.0,0.0,0.0,0.0,0.0,10.69,1.357,0.0,2.81,3.0,1.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
714066051,2021-10-04,0.0,0.0,307.45,99.9,88.7,45.9,0.0,461.40000000000003,0.0,0.0,76.0,0.0,0.0,1182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,5.138,1.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
714066051,2021-10-11,166.59,0.0,524.8299999999999,0.0,69.9,226.76999999999998,0.0,276.38,0.0,0.0,0.0,0.0,68.98,0.0,0.0,251.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9099999999999997,0.887,0.0,5.874,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
714066051,2021-10-18,0.0,0.0,542.1,0.0,0.0,40.9,0.0,112.4,0.0,0.0,87.99,928.97,30.9,0.0,0.0,49.9,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,0.0,1.87,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
714066051,2021-10-25,696.93,289.9,1306.26,0.0,37.05,45.620000000000005,0.0,221.66,369.54,0.0,22.27,0.0,0.0,14.45,0.0,390.84,0.0,0.0,0.0,0.0,0.0,0.0,478.6,0.0,0.0,0.0,0.0,0.0,40.37,2.516,0.588,4.442,0.0,1.0,3.0,0.0,3.0,0.54,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0
714066051,2021-11-01,0.0,0.0,342.70000000000005,0.0,124.9,0.0,0.0,74.5,0.0,0.0,19.9,0.0,36.9,1277.0,0.0,957.8599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,1.196,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
714066051,2021-11-08,0.0,0.0,357.95,0.0,0.0,49.99,0.0,314.47,0.0,0.0,0.0,0.0,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
826956653,2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
826956653,2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
